timestamp,cpu_util_109,mem_util_109,cpu_util_110,mem_util_110,running_total,pending
2025-12-02 00:01:00+07:00,0.8185934198585275,0.3667983115152428,0.729924772573334,0.2466892963219366,62.0,0.0
2025-12-02 00:02:00+07:00,0.7838493180355751,0.3700495428031857,0.7315456725489511,0.24582223616077803,62.0,0.0
2025-12-02 00:03:00+07:00,0.7877143103276917,0.3674187495600376,0.7262179962444801,0.24730633633584065,62.0,0.0
2025-12-02 00:04:00+07:00,0.795630878593736,0.368089677085786,0.7286000697385417,0.2468004703291624,62.0,0.0
2025-12-02 00:05:00+07:00,0.7911551098026142,0.36691628212939387,0.7280931205882637,0.2448420600883372,62.0,0.0
2025-12-02 00:06:00+07:00,0.789607919424554,0.3673740857884248,0.7367506516059342,0.2457193152457916,62.0,0.0
2025-12-02 00:07:00+07:00,0.7897602073885761,0.3693252129418133,0.7372199260409333,0.24536685965956484,62.0,0.0
2025-12-02 00:08:00+07:00,0.7920629431109912,0.3660555335742911,0.729333158647125,0.24421531055415147,62.0,0.0
2025-12-02 00:09:00+07:00,0.7927861771012678,0.3672439782798137,0.730292989191392,0.2453979301244663,62.0,0.0
2025-12-02 00:10:00+07:00,0.7897962707194875,0.36892518090041193,0.7345063368295902,0.24685678554679646,62.0,0.0
2025-12-02 00:11:00+07:00,0.7879023883685399,0.3673250527348064,0.7327859594273508,0.246769885340275,62.0,0.0
2025-12-02 00:12:00+07:00,0.7966629203782796,0.36755176992331906,0.7311257125415416,0.24503625049397182,62.0,0.0
2025-12-02 00:13:00+07:00,0.7839498161393122,0.3677420764284518,0.7278202051076326,0.24698592216654347,62.0,0.0
2025-12-02 00:14:00+07:00,0.7886860998158153,0.368041129507946,0.7283337688390403,0.24633878263976616,62.0,0.0
2025-12-02 00:15:00+07:00,0.7846865142801769,0.3705816242563118,0.7311692267479575,0.24669026727396481,62.0,0.0
2025-12-02 00:16:00+07:00,0.7883063646188124,0.369031014620103,0.7289508053962417,0.24726798373072778,62.0,0.0
2025-12-02 00:17:00+07:00,0.7920440265185402,0.3694689137722196,0.7370198761549139,0.248373898090817,62.0,0.0
2025-12-02 00:18:00+07:00,0.7891805543552055,0.3687436129592905,0.7330928372712697,0.24650967019672454,62.0,0.0
2025-12-02 00:19:00+07:00,0.7922167871535457,0.3699422526561593,0.7279783708404157,0.24825155813526723,62.0,0.0
2025-12-02 00:20:00+07:00,0.7988778593033979,0.3672828163420857,0.7325637116079425,0.2471422454430794,62.0,0.0
2025-12-02 00:21:00+07:00,0.790673530299729,0.37051317217155744,0.7256675844613003,0.24670774441047194,62.0,0.0
2025-12-02 00:22:00+07:00,0.798575437081485,0.3655535516194258,0.728918553415893,0.2471136023582483,62.0,0.0
2025-12-02 00:23:00+07:00,0.8005794093499328,0.36849699126386337,0.7277255844449437,0.2459139911274404,62.0,0.0
2025-12-02 00:24:00+07:00,0.7949673004432409,0.3680299635650428,0.726075927218963,0.24557658529765025,62.0,0.0
2025-12-02 00:25:00+07:00,0.7973729543498506,0.36575114026123456,0.7309033833282679,0.24734517441696757,62.0,0.0
2025-12-02 00:26:00+07:00,0.8049950308966722,0.36520837834098363,0.7308346044890955,0.2458105847364399,62.0,0.0
2025-12-02 00:27:00+07:00,0.8060543426792864,0.36477533394665107,0.7355733795789074,0.24730051062367164,62.0,0.0
2025-12-02 00:28:00+07:00,0.7908000345203751,0.3658268744826648,0.7292176039150773,0.24643490689055525,62.0,0.0
2025-12-02 00:29:00+07:00,0.7867364143358987,0.3652899382717548,0.7280575539518448,0.24601739751844076,62.0,0.0
2025-12-02 00:30:00+07:00,0.7931646885553006,0.36743671216383833,0.7375162267486624,0.24889966861407276,62.0,0.0
2025-12-02 00:31:00+07:00,0.8128148817956902,0.36588124776984565,0.7318540476911979,0.24535035347508583,62.0,0.0
2025-12-02 00:32:00+07:00,0.8135021826529194,0.36832610378986663,0.7298728353715294,0.24746654342048924,62.0,0.0
2025-12-02 00:33:00+07:00,0.8003625064732675,0.36952280158362194,0.7316073919201015,0.2470650547568396,62.0,0.0
2025-12-02 00:34:00+07:00,0.7991029069289837,0.369365021955642,0.7313322296679082,0.24366283885012097,62.0,0.0
2025-12-02 00:35:00+07:00,0.7856617487999759,0.3692101551823326,0.7355777584757388,0.24816854173685843,62.0,0.0
2025-12-02 00:36:00+07:00,0.7951817632303875,0.37021509004361997,0.7328802927332344,0.2452071380509303,62.0,0.0
2025-12-02 00:37:00+07:00,0.8043281458829439,0.367724113824651,0.7325717760530249,0.2478879366007164,62.0,0.0
2025-12-02 00:38:00+07:00,0.7972266620556303,0.3663608978389046,0.7315559440511883,0.24806901915397062,62.0,0.0
2025-12-02 00:39:00+07:00,0.7965229425275969,0.36863680828804246,0.7330982543232138,0.24524015041988823,62.0,0.0
2025-12-02 00:40:00+07:00,0.792475623435356,0.3659963055293264,0.7296709037075493,0.24643636331859753,62.0,0.0
2025-12-02 00:41:00+07:00,0.7881930939082002,0.36566763842734973,0.7286169145551524,0.24698932049864208,62.0,0.0
2025-12-02 00:42:00+07:00,0.7907419424614588,0.36808870613422917,0.7351536725150155,0.24783647614322324,62.0,0.0
2025-12-02 00:43:00+07:00,0.7887378808873827,0.36803578927438363,0.7344809598338666,0.24785735161182887,62.0,0.0
2025-12-02 00:44:00+07:00,0.7961362261225757,0.3663482754686662,0.7361713195770158,0.24629703170255468,62.0,0.0
2025-12-02 00:45:00+07:00,0.7913712605892638,0.37012430607305924,0.7302562761474166,0.2472762368229673,62.0,0.0
2025-12-02 00:46:00+07:00,0.7909299208877809,0.3706107528030158,0.7297545609705165,0.24803406488095647,62.0,0.0
2025-12-02 00:47:00+07:00,0.7343953468153189,0.3639024484970883,0.61860042411085,0.2320318045046348,37.0,0.0
2025-12-02 00:48:00+07:00,0.5455774598790268,0.3626144812569939,0.023173951310284102,0.23005931545940106,37.0,0.0
